wahoo:~$ vmstat 1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 6485652 185392   5664 169532 30940 29440 30940 29956 1777 2348  0  1 90  9  0
 0  1 6459028 158452   5496 167756 68748 41944 68960 41944 3766 4959  0  2 93  5  0
 0  1 6502548 187416   5348 165072 42500 86096 42500 86096 2623 3138  0  2 93  5  0
 0  1 6463464 159964   4716 164432 66880 27296 67236 27296 3362 4834  0  2 94  4  0
 0  2 6473620 165508   4364 162192 64204 74120 64204 74120 3372 4550  0  2 93  4  0
 0  1 6471316 163548   3752 160764 62560 60220 62560 60220 3382 4483  0  2 94  4  0
 2  1 6462356 160340   3724 160444 41012 32004 41084 32044 2296 3115  0  1 93  5  0
 0  2 6455188 159072   3540 159968 85592 78356 85592 78356 4364 6009  1  2 92  5  0
 1  1 6450580 168364   3340 159368 59520 54652 59520 54652 3160 4287  0  2 94  4  0
 1  1 6488724 204116   2948 156400 50132 88064 50228 88064 3120 3648  0  2 93  4  0
 0  2 6463892 176452   2948 157112 46400 21564 47036 21564 2504 3423  0  1 94  5  0
 0  2 6455140 168336   2920 159244 39144 30212 41808 30212 2859 3474  0  1 92  7  0
 0  1 6436056 157940   2840 158888 67764 48612 67816 49116 3688 4971  1  2 92  5  0
 1  0 6436744 156388   2820 160008 21480 22032 23064 22032 1819 1894  0  1 92  7  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 6456724 179224   2656 160000 53848 73704 54468 74096 3772 4186  0  2 91  8  0
 1  1 6427540 162908   2488 158868 84780 55780 84780 55780 4066 5867  0  2 95  2  0
 0  4 6443924 175976   2456 157396 43228 59236 43456 59300 2474 3179  0  2 89  9  0
 0  2 6440852 169856   2476 159588 3240    0  5124     0 1262  925  0  0 82 18  0
 0  1 6437068 166076   2452 159844 33004 28904 33420 29640 2279 2728  0  1 92  7  0
 1  1 6436500 174140   2316 159100 74884 74836 74924 74836 4338 5437  1  2 92  5  0
 0  2 6451860 176912   2324 158984 29572 44340 29572 44688 1971 2341  0  1 93  5  0
 0  2 6444948 169928   2324 159440 7900    0  8212     0 1655 1475  0  0 89 11  0
 0  2 6431892 159504   2324 159784 12556    0 12800     0 2796 2621  0  1 85 14  0
 0  3 6442036 176388   2296 159244 7988 16624  7988 16624 2104 2316  0  1 92  7  0
 0  2 6434612 169032   2296 159940 10020  792 10352   792 2139 2483  0  1 86 14  0
 0  3 6426420 159960   2296 160060 9224    0  9344     0 1971 2266  0  0 86 14  0
 0  4 6477972 203048   2224 161540 4724 55880 10272 55932 1473 1233  0  1 85 13  0
 0  3 6510484 240132   3580 166464 2384 34972  8388 34976 1304 1167  0  1 85 14  0
 0  1 6452628 174540   3884 172376 57984    0 64324     0 3250 4481  1  1 92  7  0
 0  4 6493588 223932   3896 167708 42404 83196 42684 83196 2432 3086  0  2 87 11  0
 1  0 6487956 206544   4024 168240 57376 51820 57736 51820 2876 4090  0  2 90  8  0
 0  2 6458004 171500   4716 168292 59048 29168 60612 29168 3048 4282  0  1 94  4  0
 0  1 6453552 177768   5960 170008 19344 14628 22644 14628 2116 1992  0  1 91  8  0
 0  2 6444436 167356   6232 171504 26208 17032 27976 17080 2748 2761  0  1 88 11  0
 0  1 6448788 167860   6480 170412 70828 75128 71676 75128 4244 5179  1  2 93  4  0
 0  2 6452904 173892   6480 170408 14664 18768 14664 19760 1189 1327  0  0 90 10  0
 1  2 6439828 170660   6480 171588 25696 12416 27008 12668 2549 2414  0  1 89  9  0
 2  0 6432916 159068   6480 169792 82144 75600 82144 75904 4990 5969  1  3 94  3  0
 0  2 6435604 167880   6488 169956 30600 33036 30992 33120 2771 2406  0  1 89  9  0
 1  0 6433312 167376   6368 168636 57668 55536 57704 55536 3721 4184  0  2 93  5  0
 0  2 6408596 155280   5944 165304 82624 57792 82724 57792 4416 5789  1  2 93  4  0
 0  1 6420628 160904   5784 164568 47544 59200 48152 59200 3411 3649  0  2 93  4  0
 0  1 6401940 151800   5104 162124 77156 58864 77156 58868 4716 5381  1  2 94  3  0
 0  1 6398612 155864   4692 161360 43092 39532 43772 40060 2718 3302  0  2 91  7  0
 0  2 6392468 153596   4696 160792 47856 41940 47856 42012 3255 3519  0  2 93  5  0
 0  1 6412692 171236   3408 157660 58696 78924 58696 78988 3285 4176  0  2 93  4  0
 1  0 6392724 154404   3012 156348 74680 54432 74680 54432 4307 5234  1  2 94  4  0
 0  1 6437268 207520   2100 153360 48996 93620 48996 93620 3005 3501  0  2 92  5  0
 0  2 6431380 205536   2064 151700 72332 66428 72636 66428 4011 5286  0  2 91  7  0
 0  1 6406036 177376   2068 152004 70244 44724 70996 44724 3774 4980  0  2 94  4  0
 0  1 6385100 160744   2064 151044 81480 60424 81480 60424 4028 5610  1  2 95  2  0
 0  1 6373268 153688   2060 150256 71200 59200 71272 59200 3684 5008  1  2 93  5  0
 1  0 6396564 177328   2056 147940 50468 73692 50468 73692 2765 3554  0  2 95  3  0
 0  1 6372932 168572   2056 147588 74448 51084 74448 51084 3694 5154  1  2 95  3  0
 0  1 6380436 168272   2056 147776 58516 66076 59188 66076 3469 4316  0  2 93  5  0
 0  2 6397844 186164   2056 147192 40868 57704 40868 57704 2590 3075  0  2 93  5  0
 0  2 6390932 178352   2056 148060 7428    0  8516     0 1449 1200  0  0 91  9  0
 0  2 6397844 185656   2048 146220 26804 33952 27544 33952 2371 2302  1  1 93  5  0
 0  2 6365076 156208   2048 146080 86028 53032 86028 53032 4756 5928  1  2 93  4  0
 1  0 6360468 155156   2676 146756 39632 34944 40936 34944 2790 3549  0  2 91  7  0
 0  1 6404244 185152   2668 146232 44832 88880 44832 88880 2800 3244  0  2 93  4  0
 0  2 6380692 156612   2664 145892 87528 63440 87528 63440 4590 6067  1  3 92  5  0
 0  1 6391188 174316   2664 145548 28276 38564 28276 38564 1985 2411  0  1 94  5  0
 0  1 6390676 173560   2664 145556  728    0   728     0 1320 1070  0  0 93  7  0
 0  2 6389908 172544   2664 145556  844    0   928     0 1274 1029  0  0 94  6  0
 0  1 6389396 172056   2664 145944  644    0   948     0 1523 1150  0  0 92  8  0
 0  1 6388628 171292   2664 146080  704    0   804     0 1377 1108  0  0 93  7  0
 0  2 6387604 169776   2664 146060 1124    0  1128     0 1283 1141  0  0 94  6  0
 0  2 6386580 167500   2928 147684 1308    0  3176     0 1035  953  0  0 92  8  0
 0  2 6386068 162208   4400 150900 1396    0  6280     0  543  604  0  0 93  6  0
 0  3 6385300 155316   5260 155272  648    0  5504     0 1415 1044  0  0 91  8  0
 0  4 6467988 227616   5364 151876  500 82876  2668 82876 1102  625  0  1 89  9  0
 0  3 6497172 256320   5372 152716 1156 30104  1816 30104  911  738  0  1 89 11  0
 0  2 6496404 253548   5640 154880 1484    0  3704     0  877  908  0  0 91  9  0
 0  1 6495380 251516   5640 154952 1848    0  1896     0  726  761  0  0 97  3  0
 0  1 6494356 245924   5648 157456 1596    0  4028    56 1500 1474  0  0 92  7  0
 0  1 6492820 244412   5648 157484 2288    0  2288     0 1081 1085  0  0 96  4  0
 0  1 6490772 239148   5648 157976 3360    0  4200     0 1352 1195  0  0 92  7  0
 0  1 6488468 235092   5648 158320 3920    0  3920     0 1083 1172  0  0 95  5  0
 0  1 6485908 229720   5648 158512 3612    0  3916     0 1231 1150  0  0 95  5  0
 0  2 6483604 227272   5656 158912 3724    0  3808    52 1290 1340  0  0 92  7  0
 0  1 6481556 223492   5656 158740 3796    0  3796     0  958 1063  0  0 96  4  0
 0  1 6478740 218980   5656 159256 3856    0  4360     0 1387 1160  0  0 95  4  0
 0  1 6476180 215940   5656 159232 4132    0  4164     0 1112 1182  0  0 94  6  0
 0  1 6472852 208512   5656 159604 4712    0  4840     0 1298 1117  0  0 96  4  0
 0  2 6471572 204228   5664 162252 1680    0  4544    52 1091 1038  0  0 93  7  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2 6470804 192816   6072 171784 1020    0 10648     0  884  849  0  0 93  6  0
 0  1 6470036 187592   6072 176020 1344    0  5728     0 1327 1299  0  0 91  9  0
 0  1 6469012 185828   6072 176088 1900    0  1900     0  845  920  0  0 96  4  0
 0  1 6467988 184820   6072 176264 1632    0  1720     0 1251 1179  0  0 95  5  0
 0  3 6466452 182332   6080 176584 1740    0  2188    56 1203 1194  0  0 92  7  0
