wahoo:~$ vmstat 1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2 6336396 168020   4740 155204  384    0  1840   540  557  546  0  0 88 12  0
 0  4 6332300 162460   5016 158644 3604    0  8412     0 1628 1406  0  0 87 12  0
 0  3 6326668 155160   5852 161528 5972    0  9548     0 1852 1316  0  0 86 13  0
 0  3 6364556 188484   5248 153224 28752 66276 31124 66276 2807 2736  0  2 89  9  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 6416268 255572   5104 152236 4852 56592  5008 56668 1133  752  0  1 88 11  0
 0  1 6339980 178964   5104 152304 76892    0 76892     0 3666 5520  1  1 95  3  0
 1  2 6398092 244704   2708 146104 32536 90188 32600 90188 2905 3198  0  2 88 10  0
 0  2 6409612 253776   2924 148808 1852 13704  5248 13704  920  671  0  0 88 12  0
 0  1 6387852 227552   4500 151732 21692    0 25984     0 2361 2636  0  1 91  8  0
 0  1 6315660 154008   4500 151636 73136    0 73136     0 3717 5522  1  1 94  3  0
 0  2 6413312 257084   3244 143708 7860 105296  8036 105296 1915 1453  0  2 86 12  0
 0  2 6408960 243728   3364 153244 4240    0 13860     0  846  848  0  0 91  8  0
 0  2 6398208 224828   3504 160472 10464    0 17636     0 1541 1748  0  0 91  8  0
 1  3 6335744 161360   3512 161056 62852    0 63620    56 3503 5001  1  1 92  6  0
 0  3 6342156 172512   3308 153928 31300 37404 34276 37416 3504 3380  1  1 88 10  0
 1  0 6329924 154692   3308 156212 44588 32252 47328 32252 3283 3619  1  1 93  5  0
 0  2 6344588 167544   3308 154772 43172 57160 43172 57160 3205 3644  0  2 94  4  0
 0  1 6330296 160992   3308 153784 40720 26016 40720 26016 2409 3082  0  1 94  4  0
 0  1 6341260 177356   3096 151252 39600 50332 39600 50332 2782 2980  1  2 94  4  0
 1  0 6320744 159944   2876 150932 36852 15900 38280 15900 2801 3429  1  1 92  6  0
 0  2 6331196 160196   2600 149612 36528 46884 36528 46928 2442 2804  0  1 93  6  0
 0  1 6318908 155448   2348 148552 12280   84 12280  1456 1130 1356  0  0 95  5  0
 0  2 6332660 168968   1988 145272 52972 66260 52972 66260 4590 4060  1  2 92  6  0
